TrainCallNote;TrainCallNote.CallId;TrainCallNote.DisplayOrder;TrainCallNote.IsDriverNote;TrainCallNote.IsStationNote;TrainCallNote.IsShuntingNote;TrainCallNote.IsForArrival;TrainCallNote.IsForDeparture;TrainCallNote.TrainInfo
Tellurian.Trains.Planning.App.Contracts.TrainsetsArrivalCallNote;5805;0;True;True;False;True;False;""
Tellurian.Trains.Planning.App.Contracts.TrainsetsArrivalCallNote;5807;0;True;True;False;True;False;""
Tellurian.Trains.Planning.App.Contracts.TrainsetsArrivalCallNote;5808;0;True;True;False;True;False;""
Tellurian.Trains.Planning.App.Contracts.TrainsetsArrivalCallNote;5812;0;True;True;False;True;False;""
Tellurian.Trains.Planning.App.Contracts.TrainsetsArrivalCallNote;5817;0;True;True;False;True;False;""
Tellurian.Trains.Planning.App.Contracts.TrainsetsArrivalCallNote;5828;0;True;True;False;True;False;""
Tellurian.Trains.Planning.App.Contracts.TrainsetsArrivalCallNote;5830;0;True;True;False;True;False;""
Tellurian.Trains.Planning.App.Contracts.TrainsetsArrivalCallNote;5845;0;True;True;False;True;False;""
Tellurian.Trains.Planning.App.Contracts.TrainMeetCallNote;5579;−500;True;True;False;True;False;""
Tellurian.Trains.Planning.App.Contracts.TrainMeetCallNote;5588;−500;True;True;False;True;False;""
Tellurian.Trains.Planning.App.Contracts.TrainMeetCallNote;5594;−500;True;True;False;True;False;""
Tellurian.Trains.Planning.App.Contracts.TrainMeetCallNote;5597;−500;True;True;False;True;False;""
Tellurian.Trains.Planning.App.Contracts.TrainMeetCallNote;5598;−500;True;True;False;True;False;""
Tellurian.Trains.Planning.App.Contracts.TrainMeetCallNote;5599;−500;True;True;False;True;False;""
Tellurian.Trains.Planning.App.Contracts.TrainMeetCallNote;5605;−500;True;True;False;True;False;""
Tellurian.Trains.Planning.App.Contracts.TrainMeetCallNote;5644;−500;True;True;False;True;False;""
Tellurian.Trains.Planning.App.Contracts.TrainMeetCallNote;5645;−500;True;True;False;True;False;""
Tellurian.Trains.Planning.App.Contracts.TrainMeetCallNote;5649;−500;True;True;False;True;False;""
